Test #,Test Name,Test Type,Temp,Unit,Mean,Median,Standard Deviation,Min,Max,,Default Scales?,Process Dependent,Scale (Down),Offset (Down),Scale (Up),Offset (Up),N Sigma (Down),N Sigma (Up),GBD No Scale Min,GBD No Scale Max,GBD Min,GBD Max,EC/QA Low Limit (from tester),EC/QA High Limit (from tester),EC/QA Low Limit (Override),EC/QA High Limit (Override),EC / QA Min (Input),EC / QA Max (Input),GB Type,Tester Accuracy,HW Component Accuracy,T2T Gage or Combined Gage Sigma,B2B Gage Sigma,Correlation Target,Correlation Delta Min,Correlation Delta Max,Insertion Repeatability,Supply Mean Shift,Correlation Components Required?,Calculation Blank?,GB Test Type?,Limits Method,Temperature Components Required?,Means of Temperatures tested,Temperature Mean Shift (Min),Temperature Mean Shift (Max),NegDrift,PosDrift,Temperature Sigma Drift,Temperature Sigma Drift,Temperature Sigma Shift (Min),Temperature Sigma Shift (Max),Calculated Gage Components,Valid NegDrift,Valid PosDrift,EC Shift (Min),EC Shift (Max),Uncertainty GB (Min),Uncertainty GB (Max),Default Guardband (Min),Default Guardband (Max),Calculated Guardband (Min),Calculated Guardband (Max),Override Guardband (Min),Override Guardband (Max),Applied Guardband (Min),Applied Guardband (Max),Calc EC?,EC / QA Min (Output),EC / QA Max (Output),FT Min,FT Max,(For Calc Only) SPF (Min),(For Calc Only) SPF (Max),(For Calc Only) FT SPF (Min),(For Calc Only) FT SPF (Min),"QA
GBD
Flag",Population Sigmas Passed,Drift Sigmas Passed,Passed GBD by Method,QA CPK,FT CPK,FT CP Low,FT CP High,Yield Loss,,,Data Sheet Parameter,Notes,,Sigma T Max,Sigma T SPF Max,Sigma T,86,85,25,-40,-41,,Neg Mean Drift,Pos Mean Drift,Drift Temp,86,85,25,-40,-41
25,MCLK_DVDD_open mclk_dc 12.d3 <> MCLK_DVDD_open,PROD - EC,86,,6.38E-01,6.38E-01,1.24E-03,6.36E-01,6.42E-01,,TRUE,FALSE,1,0,1,0,6,6,6.31E-01,6.46E-01,6.31E-01,6.46E-01,0,9.00E-01,0,9.00E-01,0,9.00E-01,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,,0,0,,,0,0,0,0,0,,,0,0,,,4.50E-02,4.50E-02,,,,,4.50E-02,4.50E-02,Use Input EC,0,9.00E-01,4.50E-02,8.55E-01,,,,,P,210.34,,Design,70.113,58.065,,,0.00%,,,,,,1.32E-03,0,86,0,1.16E-03,1.19E-03,1.32E-03,1.27E-03,,,,86,0,-1.41E-04,-9.38E-02,-1.94E-01,-1.95E-01
25,MCLK_DVDD_open mclk_dc 12.d3 <> MCLK_DVDD_open,PROD - EC,85,,6.38E-01,6.38E-01,1.02E-03,6.35E-01,6.41E-01,,TRUE,FALSE,1,0,1,0,6,6,6.32E-01,6.44E-01,6.32E-01,6.44E-01,0,9.00E-01,0,9.00E-01,0,9.00E-01,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,,0,0,,,0,0,0,0,0,,,0,0,,,4.50E-02,4.50E-02,,,,,4.50E-02,4.50E-02,Use Input EC,0,9.00E-01,4.50E-02,8.55E-01,,,,,P,256.125,,Design,85.375,70.696,,,0.00%,,,,,,1.29E-03,0,85,1.16E-03,0,1.23E-03,1.25E-03,1.29E-03,,,,85,1.41E-04,0,-9.36E-02,-1.94E-01,-1.94E-01
25,MCLK_DVDD_open mclk_dc 12.d3 <> MCLK_DVDD_open,PROD - EC,25,,7.32E-01,7.32E-01,9.98E-04,7.29E-01,7.34E-01,,TRUE,FALSE,1,0,1,0,6,6,7.26E-01,7.38E-01,7.26E-01,7.38E-01,0,9.00E-01,0,9.00E-01,0,9.00E-01,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,,0,0,,,0,0,0,0,0,,,0,0,,,4.50E-02,4.50E-02,,,,,4.50E-02,4.50E-02,Use Input EC,0,9.00E-01,4.50E-02,8.55E-01,,,,,P,168.431,,Design,56.144,41.114,,,0.00%,,,,,,1.23E-03,0,25,1.19E-03,1.23E-03,0,1.13E-03,1.10E-03,,,,25,9.38E-02,9.36E-02,0,-1.01E-01,-1.01E-01
25,MCLK_DVDD_open mclk_dc 12.d3 <> MCLK_DVDD_open,PROD - EC,-40,,8.32E-01,8.32E-01,9.81E-04,8.30E-01,8.35E-01,,TRUE,FALSE,1,0,1,0,6,6,8.27E-01,8.38E-01,8.27E-01,8.38E-01,0,9.00E-01,0,9.00E-01,0,9.00E-01,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,,0,0,,,0,0,0,0,0,,,0,0,,,4.50E-02,4.50E-02,,,,,4.50E-02,4.50E-02,Use Input EC,0,9.00E-01,4.50E-02,8.55E-01,,,,,P,68.893,,Design,22.964,7.672,,,0.00%,,,,,,1.32E-03,0,-40,1.32E-03,1.25E-03,1.13E-03,0,9.45E-04,,,,-40,1.94E-01,1.94E-01,1.01E-01,0,-3.19E-04
25,MCLK_DVDD_open mclk_dc 12.d3 <> MCLK_DVDD_open,PROD - EC,-41,,8.33E-01,8.33E-01,1.02E-03,8.31E-01,8.36E-01,,TRUE,FALSE,1,0,1,0,6,6,8.27E-01,8.39E-01,8.27E-01,8.39E-01,0,9.00E-01,0,9.00E-01,0,9.00E-01,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,,0,0,,,0,0,0,0,0,,,0,0,,,4.50E-02,4.50E-02,,,,,4.50E-02,4.50E-02,Use Input EC,0,9.00E-01,4.50E-02,8.55E-01,,,,,P,66.08,,Design,22.027,7.289,,,0.00%,,,,,,1.29E-03,0,-41,1.27E-03,1.29E-03,1.10E-03,9.45E-04,0,,,,-41,1.95E-01,1.94E-01,1.01E-01,3.19E-04,0
40,BCLK_DVDD_open bclk_dc 12.d5 <> BCLK_DVDD_open,PROD - EC,86,,3.03E-01,3.03E-01,1.03E-03,3.01E-01,3.06E-01,,TRUE,FALSE,1,0,1,0,6,6,2.97E-01,3.09E-01,2.97E-01,3.09E-01,0,9.00E-01,0,9.00E-01,0,9.00E-01,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,,0,0,,,0,0,0,0,0,,,0,0,,,4.50E-02,4.50E-02,,,,,4.50E-02,4.50E-02,Use Input EC,0,9.00E-01,4.50E-02,8.55E-01,,,,,P,294.836,,Design,98.279,83.689,,,0.00%,,,,,,3.82E-03,0,86,0,9.59E-04,9.38E-04,3.73E-03,3.82E-03,,,,86,0,-1.77E-04,-6.49E-02,-1.10E-01,-1.10E-01
40,BCLK_DVDD_open bclk_dc 12.d5 <> BCLK_DVDD_open,PROD - EC,85,,3.03E-01,3.03E-01,1.17E-03,3.01E-01,3.06E-01,,TRUE,FALSE,1,0,1,0,6,6,2.96E-01,3.10E-01,2.96E-01,3.10E-01,0,9.00E-01,0,9.00E-01,0,9.00E-01,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,,0,0,,,0,0,0,0,0,,,0,0,,,4.50E-02,4.50E-02,,,,,4.50E-02,4.50E-02,Use Input EC,0,9.00E-01,4.50E-02,8.55E-01,,,,,P,258.491,,Design,86.164,73.38,,,0.00%,,,,,,3.90E-03,0,85,9.59E-04,0,9.44E-04,3.79E-03,3.90E-03,,,,85,1.77E-04,0,-6.47E-02,-1.10E-01,-1.10E-01
40,BCLK_DVDD_open bclk_dc 12.d5 <> BCLK_DVDD_open,PROD - EC,25,,3.68E-01,3.68E-01,1.09E-03,3.65E-01,3.71E-01,,TRUE,FALSE,1,0,1,0,6,6,3.61E-01,3.75E-01,3.61E-01,3.75E-01,0,9.00E-01,0,9.00E-01,0,9.00E-01,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,,0,0,,,0,0,0,0,0,,,0,0,,,4.50E-02,4.50E-02,,,,,4.50E-02,4.50E-02,Use Input EC,0,9.00E-01,4.50E-02,8.55E-01,,,,,P,337.131,,Design,112.377,98.635,,,0.00%,,,,,,3.58E-03,0,25,9.38E-04,9.44E-04,0,3.50E-03,3.58E-03,,,,25,6.49E-02,6.47E-02,0,-4.48E-02,-4.52E-02
40,BCLK_DVDD_open bclk_dc 12.d5 <> BCLK_DVDD_open,PROD - EC,-40,,4.13E-01,4.13E-01,3.78E-03,4.02E-01,4.23E-01,,TRUE,FALSE,1,0,1,0,6,6,3.90E-01,4.36E-01,3.90E-01,4.36E-01,0,9.00E-01,0,9.00E-01,0,9.00E-01,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,,0,0,,,0,0,0,0,0,,,0,0,,,4.50E-02,4.50E-02,,,,,4.50E-02,4.50E-02,Use Input EC,0,9.00E-01,4.50E-02,8.55E-01,,,,,P,109.136,,Design,36.379,32.413,,,0.00%,,,,,,3.79E-03,0,-40,3.73E-03,3.79E-03,3.50E-03,0,1.61E-03,,,,-40,1.10E-01,1.10E-01,4.48E-02,0,-3.24E-04
40,BCLK_DVDD_open bclk_dc 12.d5 <> BCLK_DVDD_open,PROD - EC,-41,,4.13E-01,4.13E-01,3.88E-03,4.01E-01,4.24E-01,,TRUE,FALSE,1,0,1,0,6,6,3.90E-01,4.36E-01,3.90E-01,4.36E-01,0,9.00E-01,0,9.00E-01,0,9.00E-01,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,,0,0,,,0,0,0,0,0,,,0,0,,,4.50E-02,4.50E-02,,,,,4.50E-02,4.50E-02,Use Input EC,0,9.00E-01,4.50E-02,8.55E-01,,,,,P,106.557,,Design,35.519,31.651,,,0.00%,,,,,,3.90E-03,0,-41,3.82E-03,3.90E-03,3.58E-03,1.61E-03,0,,,,-41,1.10E-01,1.10E-01,4.52E-02,3.24E-04,0
45,LRCLK_DVDD_open lrclk_dc 12.b5 <> LRCLK_DVDD_open,PROD - EC,86,,3.04E-01,3.04E-01,1.11E-03,3.01E-01,3.07E-01,,TRUE,FALSE,1,0,1,0,6,6,2.97E-01,3.10E-01,2.97E-01,3.10E-01,0,9.00E-01,0,9.00E-01,0,9.00E-01,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,,0,0,,,0,0,0,0,0,,,0,0,,,4.50E-02,4.50E-02,,,,,4.50E-02,4.50E-02,Use Input EC,0,9.00E-01,4.50E-02,8.55E-01,,,,,P,273.636,,Design,91.212,77.701,,,0.00%,,,,,,3.72E-03,0,86,0,9.90E-04,1.06E-03,3.52E-03,3.72E-03,,,,86,0,-2.07E-04,-6.43E-02,-1.11E-01,-1.11E-01
45,LRCLK_DVDD_open lrclk_dc 12.b5 <> LRCLK_DVDD_open,PROD - EC,85,,3.04E-01,3.04E-01,1.20E-03,3.01E-01,3.07E-01,,TRUE,FALSE,1,0,1,0,6,6,2.97E-01,3.11E-01,2.97E-01,3.11E-01,0,9.00E-01,0,9.00E-01,0,9.00E-01,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,,0,0,,,0,0,0,0,0,,,0,0,,,4.50E-02,4.50E-02,,,,,4.50E-02,4.50E-02,Use Input EC,0,9.00E-01,4.50E-02,8.55E-01,,,,,P,253.889,,Design,84.63,72.103,,,0.00%,,,,,,3.58E-03,0,85,9.90E-04,0,1.05E-03,3.44E-03,3.58E-03,,,,85,2.07E-04,0,-6.41E-02,-1.11E-01,-1.11E-01
45,LRCLK_DVDD_open lrclk_dc 12.b5 <> LRCLK_DVDD_open,PROD - EC,25,,3.68E-01,3.68E-01,1.13E-03,3.65E-01,3.71E-01,,TRUE,FALSE,1,0,1,0,6,6,3.61E-01,3.75E-01,3.61E-01,3.75E-01,0,9.00E-01,0,9.00E-01,0,9.00E-01,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,,0,0,,,0,0,0,0,0,,,0,0,,,4.50E-02,4.50E-02,,,,,4.50E-02,4.50E-02,Use Input EC,0,9.00E-01,4.50E-02,8.55E-01,,,,,P,325.16,,Design,108.387,95.136,,,0.00%,,,,,,3.41E-03,0,25,1.06E-03,1.05E-03,0,3.24E-03,3.41E-03,,,,25,6.43E-02,6.41E-02,0,-4.65E-02,-4.71E-02
45,LRCLK_DVDD_open lrclk_dc 12.b5 <> LRCLK_DVDD_open,PROD - EC,-40,,4.15E-01,4.14E-01,3.43E-03,4.08E-01,4.26E-01,,TRUE,FALSE,1,0,1,0,6,6,3.94E-01,4.35E-01,3.94E-01,4.35E-01,0,9.00E-01,0,9.00E-01,0,9.00E-01,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,,0,0,,,0,0,0,0,0,,,0,0,,,4.50E-02,4.50E-02,,,,,4.50E-02,4.50E-02,Use Input EC,0,9.00E-01,4.50E-02,8.55E-01,,,,,P,120.849,,Design,40.283,35.911,,,0.00%,,,,,,3.52E-03,0,-40,3.52E-03,3.44E-03,3.24E-03,0,1.66E-03,,,,-40,1.11E-01,1.11E-01,4.65E-02,0,-5.80E-04
45,LRCLK_DVDD_open lrclk_dc 12.b5 <> LRCLK_DVDD_open,PROD - EC,-41,,4.15E-01,4.15E-01,3.53E-03,4.07E-01,4.24E-01,,TRUE,FALSE,1,0,1,0,6,6,3.94E-01,4.36E-01,3.94E-01,4.36E-01,0,9.00E-01,0,9.00E-01,0,9.00E-01,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,,0,0,,,0,0,0,0,0,,,0,0,,,4.50E-02,4.50E-02,,,,,4.50E-02,4.50E-02,Use Input EC,0,9.00E-01,4.50E-02,8.55E-01,,,,,P,117.65,,Design,39.217,34.966,,,0.00%,,,,,,3.72E-03,0,-41,3.72E-03,3.58E-03,3.41E-03,1.66E-03,0,,,,-41,1.11E-01,1.11E-01,4.71E-02,5.80E-04,0
55,IRQB_VREFC_open irq_dc 12.c2 <> IRQB_VREFC_open,PROD - EC,86,,4.46E-01,4.46E-01,1.17E-03,4.43E-01,4.49E-01,,TRUE,FALSE,1,0,1,0,6,6,4.39E-01,4.53E-01,4.39E-01,4.53E-01,0,6,0,6,0,6,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,,0,0,,,0,0,0,0,0,,,0,0,,,3.00E-01,3.00E-01,,,,,3.00E-01,3.00E-01,Use Input EC,0,6,3.00E-01,5.7,,,,,P,382.146,,Design,127.382,41.713,,,0.00%,,,,,,1.08E-03,0,86,0,1.08E-03,1.04E-03,9.80E-04,1.01E-03,,,,86,0,-1.75E-04,-6.03E-02,-1.19E-01,-1.19E-01
55,IRQB_VREFC_open irq_dc 12.c2 <> IRQB_VREFC_open,PROD - EC,85,,4.46E-01,4.46E-01,1.26E-03,4.42E-01,4.50E-01,,TRUE,FALSE,1,0,1,0,6,6,4.39E-01,4.54E-01,4.39E-01,4.54E-01,0,6,0,6,0,6,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,,0,0,,,0,0,0,0,0,,,0,0,,,3.00E-01,3.00E-01,,,,,3.00E-01,3.00E-01,Use Input EC,0,6,3.00E-01,5.7,,,,,P,354.726,,Design,118.242,38.751,,,0.00%,,,,,,1.14E-03,0,85,1.08E-03,0,1.05E-03,1.08E-03,1.14E-03,,,,85,1.75E-04,0,-6.01E-02,-1.19E-01,-1.19E-01
55,IRQB_VREFC_open irq_dc 12.c2 <> IRQB_VREFC_open,PROD - EC,25,,5.06E-01,5.06E-01,9.45E-04,5.04E-01,5.09E-01,,TRUE,FALSE,1,0,1,0,6,6,5.01E-01,5.12E-01,5.01E-01,5.12E-01,0,6,0,6,0,6,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,,0,0,,,0,0,0,0,0,,,0,0,,,3.00E-01,3.00E-01,,,,,3.00E-01,3.00E-01,Use Input EC,0,6,3.00E-01,5.7,,,,,P,536.059,,Design,178.686,72.818,,,0.00%,,,,,,1.05E-03,0,25,1.04E-03,1.05E-03,0,8.59E-04,8.95E-04,,,,25,6.03E-02,6.01E-02,0,-5.85E-02,-5.87E-02
55,IRQB_VREFC_open irq_dc 12.c2 <> IRQB_VREFC_open,PROD - EC,-40,,5.65E-01,5.65E-01,1.00E-03,5.62E-01,5.67E-01,,TRUE,FALSE,1,0,1,0,6,6,5.59E-01,5.71E-01,5.59E-01,5.71E-01,0,6,0,6,0,6,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,,0,0,,,0,0,0,0,0,,,0,0,,,3.00E-01,3.00E-01,,,,,3.00E-01,3.00E-01,Use Input EC,0,6,3.00E-01,5.7,,,,,P,562.914,,Design,187.638,87.986,,,0.00%,,,,,,1.08E-03,0,-40,9.80E-04,1.08E-03,8.59E-04,0,9.07E-04,,,,-40,1.19E-01,1.19E-01,5.85E-02,0,-1.40E-04
55,IRQB_VREFC_open irq_dc 12.c2 <> IRQB_VREFC_open,PROD - EC,-41,,5.65E-01,5.65E-01,9.92E-04,5.61E-01,5.67E-01,,TRUE,FALSE,1,0,1,0,6,6,5.59E-01,5.71E-01,5.59E-01,5.71E-01,0,6,0,6,0,6,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,,0,0,,,0,0,0,0,0,,,0,0,,,3.00E-01,3.00E-01,,,,,3.00E-01,3.00E-01,Use Input EC,0,6,3.00E-01,5.7,,,,,P,569.623,,Design,189.874,89.059,,,0.00%,,,,,,1.14E-03,0,-41,1.01E-03,1.14E-03,8.95E-04,9.07E-04,0,,,,-41,1.19E-01,1.19E-01,5.87E-02,1.40E-04,0
60,DOUT_DVDD_open dout 11.d32 <> DOUT_DVDD_open,PROD - EC,86,,3.20E-01,3.21E-01,3.99E-03,2.96E-01,3.27E-01,,TRUE,FALSE,1,0,1,0,6,6,2.96E-01,3.44E-01,2.96E-01,3.44E-01,0,9.00E-01,0,9.00E-01,0,9.00E-01,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,,0,0,,,0,0,0,0,0,,,0,0,,,4.50E-02,4.50E-02,,,,,4.50E-02,4.50E-02,Use Input EC,0,9.00E-01,4.50E-02,8.55E-01,,,,,P,80.31,,Design,26.77,23.009,,,0.00%,,,,,,9.18E-03,0,86,0,4.44E-03,4.32E-03,8.36E-03,9.18E-03,,,,86,0,-5.31E-04,-1.32E-01,-2.09E-01,-2.08E-01
60,DOUT_DVDD_open dout 11.d32 <> DOUT_DVDD_open,PROD - EC,85,,3.21E-01,3.21E-01,2.61E-03,3.00E-01,3.29E-01,,TRUE,FALSE,1,0,1,0,6,6,3.05E-01,3.37E-01,3.05E-01,3.37E-01,0,9.00E-01,0,9.00E-01,0,9.00E-01,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,,0,0,,,0,0,0,0,0,,,0,0,,,4.50E-02,4.50E-02,,,,,4.50E-02,4.50E-02,Use Input EC,0,9.00E-01,4.50E-02,8.55E-01,,,,,P,122.751,,Design,40.917,35.178,,,0.00%,,,,,,8.79E-03,0,85,4.44E-03,0,3.05E-03,7.81E-03,8.79E-03,,,,85,5.31E-04,0,-1.31E-01,-2.08E-01,-2.08E-01
60,DOUT_DVDD_open dout 11.d32 <> DOUT_DVDD_open,PROD - EC,25,,4.52E-01,4.52E-01,2.38E-03,4.44E-01,4.59E-01,,TRUE,FALSE,1,0,1,0,6,6,4.38E-01,4.66E-01,4.38E-01,4.66E-01,0,9.00E-01,0,9.00E-01,0,9.00E-01,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,,0,0,,,0,0,0,0,0,,,0,0,,,4.50E-02,4.50E-02,,,,,4.50E-02,4.50E-02,Use Input EC,0,9.00E-01,4.50E-02,8.55E-01,,,,,P,188.11,,Design,62.703,56.407,,,0.00%,,,,,,8.23E-03,0,25,4.32E-03,3.05E-03,0,7.44E-03,8.23E-03,,,,25,1.32E-01,1.31E-01,0,-7.71E-02,-7.65E-02
60,DOUT_DVDD_open dout 11.d32 <> DOUT_DVDD_open,PROD - EC,-40,,5.29E-01,5.28E-01,7.08E-03,5.10E-01,5.54E-01,,TRUE,FALSE,1,0,1,0,6,6,4.87E-01,5.71E-01,4.87E-01,5.71E-01,0,9.00E-01,0,9.00E-01,0,9.00E-01,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,,0,0,,,0,0,0,0,0,,,0,0,,,4.50E-02,4.50E-02,,,,,4.50E-02,4.50E-02,Use Input EC,0,9.00E-01,4.50E-02,8.55E-01,,,,,P,52.428,,Design,17.476,15.357,,,0.00%,,,,,,8.36E-03,0,-40,8.36E-03,7.81E-03,7.44E-03,0,5.15E-03,,,,-40,2.09E-01,2.08E-01,7.71E-02,0,5.44E-04
60,DOUT_DVDD_open dout 11.d32 <> DOUT_DVDD_open,PROD - EC,-41,,5.28E-01,5.27E-01,8.11E-03,5.08E-01,5.59E-01,,TRUE,FALSE,1,0,1,0,6,6,4.80E-01,5.77E-01,4.80E-01,5.77E-01,0,9.00E-01,0,9.00E-01,0,9.00E-01,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,,0,0,,,0,0,0,0,0,,,0,0,,,4.50E-02,4.50E-02,,,,,4.50E-02,4.50E-02,Use Input EC,0,9.00E-01,4.50E-02,8.55E-01,,,,,P,45.832,,Design,15.277,13.427,,,0.00%,,,,,,9.18E-03,0,-41,9.18E-03,8.79E-03,8.23E-03,5.15E-03,0,,,,-41,2.08E-01,2.08E-01,7.65E-02,-5.44E-04,0
65,ICC_DVDD_open icc 11.b32 <> ICC_DVDD_open,PROD - EC,86,,3.13E-01,3.13E-01,3.60E-03,2.94E-01,3.21E-01,,TRUE,FALSE,1,0,1,0,6,6,2.91E-01,3.34E-01,2.91E-01,3.34E-01,0,9.00E-01,0,9.00E-01,0,9.00E-01,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,,0,0,,,0,0,0,0,0,,,0,0,,,4.50E-02,4.50E-02,,,,,4.50E-02,4.50E-02,Use Input EC,0,9.00E-01,4.50E-02,8.55E-01,,,,,P,86.826,,Design,28.942,24.776,,,0.00%,,,,,,9.03E-03,0,86,0,4.52E-03,4.22E-03,8.18E-03,9.03E-03,,,,86,0,5.52E-04,-1.29E-01,-2.08E-01,-2.08E-01
65,ICC_DVDD_open icc 11.b32 <> ICC_DVDD_open,PROD - EC,85,,3.12E-01,3.12E-01,3.10E-03,3.02E-01,3.23E-01,,TRUE,FALSE,1,0,1,0,6,6,2.94E-01,3.31E-01,2.94E-01,3.31E-01,0,9.00E-01,0,9.00E-01,0,9.00E-01,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,,0,0,,,0,0,0,0,0,,,0,0,,,4.50E-02,4.50E-02,,,,,4.50E-02,4.50E-02,Use Input EC,0,9.00E-01,4.50E-02,8.55E-01,,,,,P,100.821,,Design,33.607,28.762,,,0.00%,,,,,,8.78E-03,0,85,4.52E-03,0,3.84E-03,8.03E-03,8.78E-03,,,,85,-5.52E-04,0,-1.29E-01,-2.09E-01,-2.09E-01
65,ICC_DVDD_open icc 11.b32 <> ICC_DVDD_open,PROD - EC,25,,4.41E-01,4.41E-01,3.08E-03,4.34E-01,4.52E-01,,TRUE,FALSE,1,0,1,0,6,6,4.23E-01,4.60E-01,4.23E-01,4.60E-01,0,9.00E-01,0,9.00E-01,0,9.00E-01,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,,0,0,,,0,0,0,0,0,,,0,0,,,4.50E-02,4.50E-02,,,,,4.50E-02,4.50E-02,Use Input EC,0,9.00E-01,4.50E-02,8.55E-01,,,,,P,143.37,,Design,47.79,42.918,,,0.00%,,,,,,8.49E-03,0,25,4.22E-03,3.84E-03,0,7.83E-03,8.49E-03,,,,25,1.29E-01,1.29E-01,0,-7.93E-02,-7.93E-02
65,ICC_DVDD_open icc 11.b32 <> ICC_DVDD_open,PROD - EC,-40,,5.21E-01,5.20E-01,7.19E-03,5.04E-01,5.45E-01,,TRUE,FALSE,1,0,1,0,6,6,4.78E-01,5.64E-01,4.78E-01,5.64E-01,0,9.00E-01,0,9.00E-01,0,9.00E-01,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,,0,0,,,0,0,0,0,0,,,0,0,,,4.50E-02,4.50E-02,,,,,4.50E-02,4.50E-02,Use Input EC,0,9.00E-01,4.50E-02,8.55E-01,,,,,P,52.752,,Design,17.584,15.498,,,0.00%,,,,,,8.18E-03,0,-40,8.18E-03,8.03E-03,7.83E-03,0,5.47E-03,,,,-40,2.08E-01,2.09E-01,7.93E-02,0,-1.35E-05
65,ICC_DVDD_open icc 11.b32 <> ICC_DVDD_open,PROD - EC,-41,,5.21E-01,5.20E-01,7.99E-03,5.00E-01,5.46E-01,,TRUE,FALSE,1,0,1,0,6,6,4.73E-01,5.69E-01,4.73E-01,5.69E-01,0,9.00E-01,0,9.00E-01,0,9.00E-01,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,,0,0,,,0,0,0,0,0,,,0,0,,,4.50E-02,4.50E-02,,,,,4.50E-02,4.50E-02,Use Input EC,0,9.00E-01,4.50E-02,8.55E-01,,,,,P,47.495,,Design,15.832,13.953,,,0.00%,,,,,,9.03E-03,0,-41,9.03E-03,8.78E-03,8.49E-03,5.47E-03,0,,,,-41,2.08E-01,2.09E-01,7.93E-02,1.35E-05,0
100,LX_Open lx 4.a2 <> LX_Open,PROD - EC,86,mV,-465.1086,-464.8266,9.30E-01,-467.8885,-463.6081,,TRUE,FALSE,1,0,1,0,6,6,-470.6857,-459.5315,-470.6857,-459.5315,-900,0,-900,0,-900,0,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,,0,0,,,0,0,0,0,0,,,0,0,,,45,45,,,,,45,45,Use Input EC,-900,0,-855,-45,,,,,P,467.869,,Design,155.956,139.819,,,0.00%,,,,,,1.313654,0,86,0,4.72E-01,9.18E-01,1.305214,1.313654,,,,86,0,-1.99E-02,124.0008,262.3491,262.3739
100,LX_Open lx 4.a2 <> LX_Open,PROD - EC,85,mV,-465.0887,-464.9203,8.50E-01,-467.5448,-463.9206,,TRUE,FALSE,1,0,1,0,6,6,-470.1869,-459.9906,-470.1869,-459.9906,-900,0,-900,0,-900,0,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,,0,0,,,0,0,0,0,0,,,0,0,,,45,45,,,,,45,45,Use Input EC,-900,0,-855,-45,,,,,P,511.848,,Design,170.616,152.962,,,0.00%,,,,,,1.237835,0,85,4.72E-01,0,8.49E-01,1.214216,1.237835,,,,85,1.99E-02,0,124.0206,262.3689,262.3937
100,LX_Open lx 4.a2 <> LX_Open,PROD - EC,25,mV,-589.1094,-589.0831,3.27E-01,-589.9267,-588.2395,,TRUE,FALSE,1,0,1,0,6,6,-591.07,-587.1488,-591.07,-587.1488,-900,0,-900,0,-900,0,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,,0,0,,,0,0,0,0,0,,,0,0,,,45,45,,,,,45,45,Use Input EC,-900,0,-855,-45,,,,,P,951.424,,Design,317.141,271.237,,,0.00%,,,,,,9.18E-01,0,25,9.18E-01,8.49E-01,0,6.44E-01,6.42E-01,,,,25,-124.0008,-124.0206,0,138.3483,138.3731
